,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12
efl-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fkh-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fkh-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egl-18,7.5261536,0.0,6.3609185,2.6975992,5.6646523,10.736626,2.9012418,23.255814,5.0050054,4.7453337,12.722647,15.623257,11.343227
end-1,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
end-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
med-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-37,0.7526154,0.0,2.5443673,0.0,1.8882174,0.0,0.0,0.0,5.0050054,11.072445,6.3613234,0.0,0.0
ceh-57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-58,0.0,0.0,0.6360918,0.0,0.0,0.0,0.0,0.0,0.0,1.5817779,0.0,0.0,0.945269
ceh-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eyg-1,0.0,0.0,0.0,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
hsf-1,0.0,0.0,0.0,0.0,0.0,0.0,1.1604967,0.0,0.0,0.0,1.5903308,0.0,0.0
madf-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5817779,0.0,0.0,0.0
daf-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-7,0.0,0.0,0.0,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945269
nhr-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-46,2.257846,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,3.1635559,0.0,1.1159469,0.0
nhr-66,0.0,0.0,0.0,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-44,0.7526154,0.0,0.0,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pax-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mbr-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pros-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daf-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egl-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5817779,0.0,0.0,0.0
gei-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pop-1,1.5052308,0.0,0.0,0.0,0.0,0.0,0.0,2.114165,0.0,0.0,1.5903308,0.0,0.945269
tbx-33,0.7526154,0.0,0.0,0.0,0.0,0.4668098,1.7407451,0.0,0.0,0.0,0.0,0.0,0.945269
tbx-37,4.515692,0.0,0.6360918,5.3951983,1.8882174,0.0,2.9012418,0.0,6.6733403,4.7453337,11.132316,0.0,0.0
tbx-43,4.515692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7453337,1.5903308,0.0,0.0
fkh-7,3.0104616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5817779,0.0,0.0,0.0
tbx-2,3.0104616,0.0,0.0,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-54,0.7526154,1.0946907,1.2721837,0.0,0.0,0.4668098,1.1604967,0.0,0.0,0.0,0.0,0.0,2.8358068
lin-28,0.0,5.4734535,0.0,0.0,1.8882174,0.0,0.58024836,0.0,0.0,3.1635559,0.0,0.0,0.0
nhr-132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cfi-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.114165,0.0,0.0,0.0,0.0,0.0
ces-2,0.0,0.0,0.6360918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zip-8,0.0,2.1893814,0.0,0.0,0.0,0.0,1.1604967,0.0,0.0,0.0,0.0,1.1159469,0.0
unc-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eor-1,0.0,9.852217,1.2721837,0.0,5.6646523,0.9336196,0.58024836,2.114165,0.0,0.0,3.1806617,2.2318938,0.0
ztf-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-28,0.0,1.0946907,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
cey-1,3.7630768,2.1893814,2.5443673,0.0,0.0,0.9336196,0.58024836,0.0,0.0,0.0,9.5419855,2.2318938,3.781076
ceh-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5817779,1.5903308,0.0,0.0
daf-16,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
ceh-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
irx-1,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
ceh-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pal-1,0.0,0.0,1.2721837,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
pha-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-62,0.0,0.0,0.0,0.0,0.0,3.7344785,0.0,0.0,1.6683351,0.0,1.5903308,5.5797343,0.0
ceh-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945269
unc-86,0.0,1.0946907,0.0,0.0,0.0,0.0,0.0,0.0,5.0050054,0.0,0.0,0.0,0.0
madf-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madf-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-10,0.7526154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1159469,0.0
nhr-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
npax-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spe-44,0.0,0.0,0.6360918,0.0,0.0,0.0,0.58024836,2.114165,0.0,1.5817779,0.0,0.0,0.0
sem-2,0.0,0.0,0.0,0.0,1.8882174,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
athp-1,0.0,1.0946907,0.6360918,0.0,3.776435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elt-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mdl-1,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
blmp-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egl-27,1.5052308,0.0,0.0,2.6975992,0.0,0.4668098,0.0,0.0,3.3366702,3.1635559,1.5903308,0.0,0.945269
nhr-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
dpl-1,0.7526154,2.1893814,0.6360918,0.0,0.0,1.4004295,3.4814901,0.0,0.0,1.5817779,3.1806617,2.2318938,0.0
egl-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-239,0.7526154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atf-5,0.0,0.0,0.0,0.0,1.8882174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M03D4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
odr-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-27,0.0,1.0946907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-74,0.7526154,1.0946907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945269
zfh-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
egl-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
sma-4,0.0,1.0946907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tbx-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cdc-5L,6.773538,4.3787627,8.905286,10.790397,3.776435,9.336197,9.283974,6.342495,8.341675,6.3271117,4.7709928,13.391363,3.781076
fezf-1,0.0,1.0946907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref-1,1.5052308,0.0,0.0,0.0,0.0,0.0,0.0,8.45666,0.0,0.0,0.0,0.0,0.0
fkh-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
pax-1,0.0,0.0,0.6360918,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efl-3,0.0,0.0,0.6360918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dpy-27,2.257846,4.3787627,1.2721837,0.0,0.0,0.0,0.0,0.0,5.0050054,4.7453337,3.1806617,0.0,1.890538
zip-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elt-7,0.7526154,0.0,0.6360918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tbx-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945269
hmg-12,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
hlh-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efl-1,1.5052308,2.1893814,0.6360918,2.6975992,0.0,1.4004295,1.1604967,2.114165,0.0,0.0,1.5903308,2.2318938,3.781076
hlh-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.114165,1.6683351,0.0,0.0,0.0,0.0
xbp-1,0.0,7.662835,3.1804593,0.0,3.776435,0.0,1.7407451,2.114165,8.341675,0.0,0.0,0.0,0.0
cebp-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atf-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6683351,0.0,0.0,0.0,0.0
lin-15B,2.257846,1.0946907,3.816551,5.3951983,0.0,0.9336196,2.3209934,4.22833,0.0,7.90889,1.5903308,3.3478408,6.616883
